ID,ChoiceSet,Choice,Safety_DCE,Reliability_DCE,Comfort_DCE,Ease_of_Use_DCE,Convenience_DCE,Efficiency_DCE,Information_DCE,Staff_helpfulness_DCE,Affordability_DCE
1163,7,0,-0.6,0.2,0.6,0.6,0.6,-0.2,0.2,-0.6,-0.2
1163,7,1,0.6,-0.2,0.2,-0.2,-0.6,-0.2,0.6,-0.6,0.2
1163,7,0,-0.6,-0.2,0.2,-0.2,-0.2,-0.2,0.2,0.6,0.2
1163,8,0,-0.2,-0.6,-0.2,0.6,-0.6,0.2,-0.2,-0.2,-0.2
1163,8,0,-0.2,-0.2,-0.2,-0.2,0.2,-0.6,-0.6,0.6,-0.2
1163,8,1,0.2,0.6,-0.2,-0.6,0.2,0.2,0.2,-0.2,0.6
1163,8,0,0.2,-0.6,0.6,-0.6,0.6,0.6,0.6,-0.6,-0.6
1163,9,1,0.2,0.6,-0.6,0.6,0.6,0.2,0.6,-0.6,-0.6
1163,9,0,-0.2,0.2,-0.6,0.2,0.2,0.2,-0.6,-0.2,-0.2
1163,9,0,-0.2,0.2,0.6,-0.6,0.2,-0.2,0.6,-0.2,0.6
1163,9,0,-0.2,-0.6,-0.6,0.2,-0.6,0.2,0.6,0.6,-0.6
1163,10,0,-0.6,-0.2,0.6,0.2,-0.2,-0.2,-0.6,-0.2,0.2
1163,10,0,0.2,-0.2,-0.2,-0.6,-0.2,-0.2,0.6,-0.6,0.2
1163,10,1,0.6,0.6,-0.6,0.6,-0.2,-0.6,-0.6,0.2,-0.6
1163,10,0,0.2,-0.6,-0.2,0.2,0.6,0.6,-0.6,-0.2,0.6
1163,11,0,-0.2,-0.6,-0.6,0.2,-0.2,-0.2,0.6,0.2,-0.6
1163,11,0,-0.2,0.2,0.2,0.2,-0.2,-0.2,-0.2,-0.6,0.2
1163,11,1,0.2,0.6,0.6,0.6,-0.6,0.6,-0.6,0.6,0.6
1163,11,0,-0.2,0.2,0.2,-0.6,0.6,-0.6,-0.2,0.2,0.2
1163,12,0,-0.6,0.2,-0.2,-0.2,-0.6,0.2,0.2,0.2,-0.2
1163,12,0,-0.6,0.6,-0.6,-0.2,0.6,0.6,0.6,0.6,-0.6
1163,12,0,-0.2,-0.6,0.6,-0.2,0.2,-0.6,0.2,0.2,-0.2
1163,12,1,0.6,0.2,-0.2,0.6,0.2,0.2,-0.6,-0.6,0.6
1164,1,0,0.2,-0.6,0.2,0.2,0.2,-0.6,-0.2,0.2,0.6
1164,1,1,0.6,-0.6,0.6,0.6,0.6,-0.6,-0.2,0.6,-0.6
1164,1,0,0.2,-0.2,-0.6,0.2,-0.6,0.6,0.2,-0.2,-0.6
1164,1,0,-0.6,0.6,0.2,-0.6,0.2,-0.2,0.2,-0.2,-0.2
1164,2,1,0.6,0.6,0.6,-0.6,0.6,-0.6,0.2,0.6,0.6
1164,2,0,-0.6,-0.6,0.2,0.6,-0.2,0.6,-0.2,0.2,0.6
1164,2,0,-0.2,0.2,0.2,-0.6,-0.2,-0.2,-0.2,-0.6,-0.6
1164,2,0,0.2,0.2,-0.6,-0.2,-0.2,-0.2,-0.2,0.6,0.6
1164,3,1,0.6,-0.2,0.6,-0.6,0.6,0.6,-0.6,0.6,-0.6
1164,3,0,0.2,0.6,0.6,-0.2,-0.6,-0.6,0.6,-0.2,0.6
1164,3,0,-0.6,-0.2,0.2,-0.2,-0.2,0.2,-0.2,0.2,-0.2
1164,3,0,0.6,-0.2,-0.6,0.6,0.2,0.2,-0.2,-0.6,-0.2
1164,4,0,-0.2,-0.2,-0.2,-0.2,0.2,-0.2,-0.2,-0.6,0.2
1164,4,1,0.6,-0.6,-0.6,-0.6,0.2,0.6,0.2,0.2,0.2
1164,4,0,-0.6,-0.6,-0.2,0.6,0.6,-0.6,0.6,0.6,-0.2
1164,4,0,-0.2,0.6,0.6,-0.2,-0.6,-0.6,-0.6,0.2,-0.2
1164,5,0,0.2,0.2,0.2,-0.6,-0.2,-0.6,0.2,-0.2,-0.2
1164,5,0,0.2,-0.2,0.2,0.2,-0.6,0.2,0.2,-0.2,0.6
1164,5,0,-0.6,0.2,-0.6,0.2,0.6,0.6,-0.6,0.6,0.2
1164,5,1,0.6,-0.2,0.6,0.6,-0.6,0.6,0.6,-0.2,-0.6
1164,6,1,0.6,0.6,0.2,0.6,-0.6,0.6,0.6,0.6,0.6
1164,6,0,0.6,0.6,-0.2,-0.6,-0.6,0.2,-0.6,0.2,-0.6
1164,6,0,0.6,-0.6,-0.2,0.2,0.6,0.2,-0.2,-0.6,0.2
1164,6,0,-0.6,0.6,-0.2,0.2,-0.2,-0.6,0.2,0.2,0.2
1164,7,0,-0.6,0.2,-0.6,-0.2,0.2,0.6,-0.6,-0.6,0.2
1164,7,0,-0.6,0.2,0.6,0.6,0.6,-0.2,0.2,-0.6,-0.2
1164,7,1,0.6,-0.2,0.2,-0.2,-0.6,-0.2,0.6,-0.6,0.2
1164,7,0,-0.6,-0.2,0.2,-0.2,-0.2,-0.2,0.2,0.6,0.2
1164,8,0,-0.2,-0.6,-0.2,0.6,-0.6,0.2,-0.2,-0.2,-0.2
1164,8,0,-0.2,-0.2,-0.2,-0.2,0.2,-0.6,-0.6,0.6,-0.2
1164,8,0,0.2,0.6,-0.2,-0.6,0.2,0.2,0.2,-0.2,0.6
1164,8,1,0.2,-0.6,0.6,-0.6,0.6,0.6,0.6,-0.6,-0.6
1164,9,1,0.2,0.6,-0.6,0.6,0.6,0.2,0.6,-0.6,-0.6
1164,9,0,-0.2,0.2,-0.6,0.2,0.2,0.2,-0.6,-0.2,-0.2
1164,9,0,-0.2,0.2,0.6,-0.6,0.2,-0.2,0.6,-0.2,0.6
1164,9,0,-0.2,-0.6,-0.6,0.2,-0.6,0.2,0.6,0.6,-0.6
1164,10,0,-0.6,-0.2,0.6,0.2,-0.2,-0.2,-0.6,-0.2,0.2
1164,10,0,0.2,-0.2,-0.2,-0.6,-0.2,-0.2,0.6,-0.6,0.2
1164,10,1,0.6,0.6,-0.6,0.6,-0.2,-0.6,-0.6,0.2,-0.6
1164,10,0,0.2,-0.6,-0.2,0.2,0.6,0.6,-0.6,-0.2,0.6
1164,11,0,-0.2,-0.6,-0.6,0.2,-0.2,-0.2,0.6,0.2,-0.6
1164,11,0,-0.2,0.2,0.2,0.2,-0.2,-0.2,-0.2,-0.6,0.2
1164,11,1,0.2,0.6,0.6,0.6,-0.6,0.6,-0.6,0.6,0.6
1164,11,0,-0.2,0.2,0.2,-0.6,0.6,-0.6,-0.2,0.2,0.2
1164,12,0,-0.6,0.2,-0.2,-0.2,-0.6,0.2,0.2,0.2,-0.2
1164,12,0,-0.6,0.6,-0.6,-0.2,0.6,0.6,0.6,0.6,-0.6
1164,12,0,-0.2,-0.6,0.6,-0.2,0.2,-0.6,0.2,0.2,-0.2
1164,12,1,0.6,0.2,-0.2,0.6,0.2,0.2,-0.6,-0.6,0.6
1165,1,0,0.2,-0.6,0.2,0.2,0.2,-0.6,-0.2,0.2,0.6
1165,1,0,0.6,-0.6,0.6,0.6,0.6,-0.6,-0.2,0.6,-0.6
1165,1,0,0.2,-0.2,-0.6,0.2,-0.6,0.6,0.2,-0.2,-0.6
1165,1,1,-0.6,0.6,0.2,-0.6,0.2,-0.2,0.2,-0.2,-0.2
1165,2,0,0.6,0.6,0.6,-0.6,0.6,-0.6,0.2,0.6,0.6
1165,2,0,-0.6,-0.6,0.2,0.6,-0.2,0.6,-0.2,0.2,0.6
1165,2,1,-0.2,0.2,0.2,-0.6,-0.2,-0.2,-0.2,-0.6,-0.6
1165,2,0,0.2,0.2,-0.6,-0.2,-0.2,-0.2,-0.2,0.6,0.6
1165,3,0,0.6,-0.2,0.6,-0.6,0.6,0.6,-0.6,0.6,-0.6
1165,3,0,0.2,0.6,0.6,-0.2,-0.6,-0.6,0.6,-0.2,0.6
1165,3,0,-0.6,-0.2,0.2,-0.2,-0.2,0.2,-0.2,0.2,-0.2
1165,3,1,0.6,-0.2,-0.6,0.6,0.2,0.2,-0.2,-0.6,-0.2
1165,4,0,-0.2,-0.2,-0.2,-0.2,0.2,-0.2,-0.2,-0.6,0.2
1165,4,0,0.6,-0.6,-0.6,-0.6,0.2,0.6,0.2,0.2,0.2
1165,4,0,-0.6,-0.6,-0.2,0.6,0.6,-0.6,0.6,0.6,-0.2
1165,4,1,-0.2,0.6,0.6,-0.2,-0.6,-0.6,-0.6,0.2,-0.2
1165,5,0,0.2,0.2,0.2,-0.6,-0.2,-0.6,0.2,-0.2,-0.2
1165,5,0,0.2,-0.2,0.2,0.2,-0.6,0.2,0.2,-0.2,0.6
1165,5,1,-0.6,0.2,-0.6,0.2,0.6,0.6,-0.6,0.6,0.2
1165,5,0,0.6,-0.2,0.6,0.6,-0.6,0.6,0.6,-0.2,-0.6
1165,6,0,0.6,0.6,0.2,0.6,-0.6,0.6,0.6,0.6,0.6
1165,6,1,0.6,0.6,-0.2,-0.6,-0.6,0.2,-0.6,0.2,-0.6
1165,6,0,0.6,-0.6,-0.2,0.2,0.6,0.2,-0.2,-0.6,0.2
1165,6,0,-0.6,0.6,-0.2,0.2,-0.2,-0.6,0.2,0.2,0.2
1165,7,0,-0.6,0.2,-0.6,-0.2,0.2,0.6,-0.6,-0.6,0.2
1165,7,1,-0.6,0.2,0.6,0.6,0.6,-0.2,0.2,-0.6,-0.2
1165,7,0,0.6,-0.2,0.2,-0.2,-0.6,-0.2,0.6,-0.6,0.2
1165,7,0,-0.6,-0.2,0.2,-0.2,-0.2,-0.2,0.2,0.6,0.2
1165,8,0,-0.2,-0.6,-0.2,0.6,-0.6,0.2,-0.2,-0.2,-0.2
1165,8,0,-0.2,-0.2,-0.2,-0.2,0.2,-0.6,-0.6,0.6,-0.2
1165,8,1,0.2,0.6,-0.2,-0.6,0.2,0.2,0.2,-0.2,0.6
1165,8,0,0.2,-0.6,0.6,-0.6,0.6,0.6,0.6,-0.6,-0.6
1165,9,1,0.2,0.6,-0.6,0.6,0.6,0.2,0.6,-0.6,-0.6
1165,9,0,-0.2,0.2,-0.6,0.2,0.2,0.2,-0.6,-0.2,-0.2
1165,9,0,-0.2,0.2,0.6,-0.6,0.2,-0.2,0.6,-0.2,0.6
1165,9,0,-0.2,-0.6,-0.6,0.2,-0.6,0.2,0.6,0.6,-0.6
1165,10,0,-0.6,-0.2,0.6,0.2,-0.2,-0.2,-0.6,-0.2,0.2
1165,10,0,0.2,-0.2,-0.2,-0.6,-0.2,-0.2,0.6,-0.6,0.2
1165,10,1,0.6,0.6,-0.6,0.6,-0.2,-0.6,-0.6,0.2,-0.6
1165,10,0,0.2,-0.6,-0.2,0.2,0.6,0.6,-0.6,-0.2,0.6
1165,11,0,-0.2,-0.6,-0.6,0.2,-0.2,-0.2,0.6,0.2,-0.6
1165,11,1,-0.2,0.2,0.2,0.2,-0.2,-0.2,-0.2,-0.6,0.2
1165,11,0,0.2,0.6,0.6,0.6,-0.6,0.6,-0.6,0.6,0.6
1165,11,0,-0.2,0.2,0.2,-0.6,0.6,-0.6,-0.2,0.2,0.2
1165,12,0,-0.6,0.2,-0.2,-0.2,-0.6,0.2,0.2,0.2,-0.2
1165,12,0,-0.6,0.6,-0.6,-0.2,0.6,0.6,0.6,0.6,-0.6
1165,12,0,-0.2,-0.6,0.6,-0.2,0.2,-0.6,0.2,0.2,-0.2
1165,12,1,0.6,0.2,-0.2,0.6,0.2,0.2,-0.6,-0.6,0.6
1166,1,0,0.2,-0.6,0.2,0.2,0.2,-0.6,-0.2,0.2,0.6
1166,1,1,0.6,-0.6,0.6,0.6,0.6,-0.6,-0.2,0.6,-0.6
1166,1,0,0.2,-0.2,-0.6,0.2,-0.6,0.6,0.2,-0.2,-0.6
1166,1,0,-0.6,0.6,0.2,-0.6,0.2,-0.2,0.2,-0.2,-0.2
1166,2,0,0.6,0.6,0.6,-0.6,0.6,-0.6,0.2,0.6,0.6
1166,2,0,-0.6,-0.6,0.2,0.6,-0.2,0.6,-0.2,0.2,0.6
1166,2,1,-0.2,0.2,0.2,-0.6,-0.2,-0.2,-0.2,-0.6,-0.6
1166,2,0,0.2,0.2,-0.6,-0.2,-0.2,-0.2,-0.2,0.6,0.6
1166,3,1,0.6,-0.2,0.6,-0.6,0.6,0.6,-0.6,0.6,-0.6
1166,3,0,0.2,0.6,0.6,-0.2,-0.6,-0.6,0.6,-0.2,0.6
1166,3,0,-0.6,-0.2,0.2,-0.2,-0.2,0.2,-0.2,0.2,-0.2
1166,3,0,0.6,-0.2,-0.6,0.6,0.2,0.2,-0.2,-0.6,-0.2
1166,4,0,-0.2,-0.2,-0.2,-0.2,0.2,-0.2,-0.2,-0.6,0.2
1166,4,1,0.6,-0.6,-0.6,-0.6,0.2,0.6,0.2,0.2,0.2
1166,4,0,-0.6,-0.6,-0.2,0.6,0.6,-0.6,0.6,0.6,-0.2
1166,4,0,-0.2,0.6,0.6,-0.2,-0.6,-0.6,-0.6,0.2,-0.2
1166,5,0,0.2,0.2,0.2,-0.6,-0.2,-0.6,0.2,-0.2,-0.2
1166,5,0,0.2,-0.2,0.2,0.2,-0.6,0.2,0.2,-0.2,0.6
1166,5,0,-0.6,0.2,-0.6,0.2,0.6,0.6,-0.6,0.6,0.2
1166,5,1,0.6,-0.2,0.6,0.6,-0.6,0.6,0.6,-0.2,-0.6
1166,6,0,0.6,0.6,0.2,0.6,-0.6,0.6,0.6,0.6,0.6
1166,6,1,0.6,0.6,-0.2,-0.6,-0.6,0.2,-0.6,0.2,-0.6
1166,6,0,0.6,-0.6,-0.2,0.2,0.6,0.2,-0.2,-0.6,0.2
1166,6,0,-0.6,0.6,-0.2,0.2,-0.2,-0.6,0.2,0.2,0.2
1166,7,0,-0.6,0.2,-0.6,-0.2,0.2,0.6,-0.6,-0.6,0.2
1166,7,0,-0.6,0.2,0.6,0.6,0.6,-0.2,0.2,-0.6,-0.2
1166,7,1,0.6,-0.2,0.2,-0.2,-0.6,-0.2,0.6,-0.6,0.2
1166,7,0,-0.6,-0.2,0.2,-0.2,-0.2,-0.2,0.2,0.6,0.2
1166,8,0,-0.2,-0.6,-0.2,0.6,-0.6,0.2,-0.2,-0.2,-0.2
1166,8,0,-0.2,-0.2,-0.2,-0.2,0.2,-0.6,-0.6,0.6,-0.2
1166,8,0,0.2,0.6,-0.2,-0.6,0.2,0.2,0.2,-0.2,0.6
1166,8,1,0.2,-0.6,0.6,-0.6,0.6,0.6,0.6,-0.6,-0.6
1166,9,1,0.2,0.6,-0.6,0.6,0.6,0.2,0.6,-0.6,-0.6
1166,9,0,-0.2,0.2,-0.6,0.2,0.2,0.2,-0.6,-0.2,-0.2
1166,9,0,-0.2,0.2,0.6,-0.6,0.2,-0.2,0.6,-0.2,0.6
1166,9,0,-0.2,-0.6,-0.6,0.2,-0.6,0.2,0.6,0.6,-0.6
1166,10,0,-0.6,-0.2,0.6,0.2,-0.2,-0.2,-0.6,-0.2,0.2
1166,10,0,0.2,-0.2,-0.2,-0.6,-0.2,-0.2,0.6,-0.6,0.2
1166,10,1,0.6,0.6,-0.6,0.6,-0.2,-0.6,-0.6,0.2,-0.6
1166,10,0,0.2,-0.6,-0.2,0.2,0.6,0.6,-0.6,-0.2,0.6
1166,11,0,-0.2,-0.6,-0.6,0.2,-0.2,-0.2,0.6,0.2,-0.6
1166,11,0,-0.2,0.2,0.2,0.2,-0.2,-0.2,-0.2,-0.6,0.2
1166,11,0,0.2,0.6,0.6,0.6,-0.6,0.6,-0.6,0.6,0.6
1166,11,1,-0.2,0.2,0.2,-0.6,0.6,-0.6,-0.2,0.2,0.2
1166,12,0,-0.6,0.2,-0.2,-0.2,-0.6,0.2,0.2,0.2,-0.2
1166,12,1,-0.6,0.6,-0.6,-0.2,0.6,0.6,0.6,0.6,-0.6
1166,12,0,-0.2,-0.6,0.6,-0.2,0.2,-0.6,0.2,0.2,-0.2
1166,12,0,0.6,0.2,-0.2,0.6,0.2,0.2,-0.6,-0.6,0.6
1167,1,0,0.2,-0.6,0.2,0.2,0.2,-0.6,-0.2,0.2,0.6
1167,1,1,0.6,-0.6,0.6,0.6,0.6,-0.6,-0.2,0.6,-0.6
1167,1,0,0.2,-0.2,-0.6,0.2,-0.6,0.6,0.2,-0.2,-0.6
1167,1,0,-0.6,0.6,0.2,-0.6,0.2,-0.2,0.2,-0.2,-0.2
1167,2,1,0.6,0.6,0.6,-0.6,0.6,-0.6,0.2,0.6,0.6
1167,2,0,-0.6,-0.6,0.2,0.6,-0.2,0.6,-0.2,0.2,0.6
1167,2,0,-0.2,0.2,0.2,-0.6,-0.2,-0.2,-0.2,-0.6,-0.6
1167,2,0,0.2,0.2,-0.6,-0.2,-0.2,-0.2,-0.2,0.6,0.6
1167,3,1,0.6,-0.2,0.6,-0.6,0.6,0.6,-0.6,0.6,-0.6
1167,3,0,0.2,0.6,0.6,-0.2,-0.6,-0.6,0.6,-0.2,0.6
1167,3,0,-0.6,-0.2,0.2,-0.2,-0.2,0.2,-0.2,0.2,-0.2
1167,3,0,0.6,-0.2,-0.6,0.6,0.2,0.2,-0.2,-0.6,-0.2
1167,4,0,-0.2,-0.2,-0.2,-0.2,0.2,-0.2,-0.2,-0.6,0.2
1167,4,0,0.6,-0.6,-0.6,-0.6,0.2,0.6,0.2,0.2,0.2
1167,4,0,-0.6,-0.6,-0.2,0.6,0.6,-0.6,0.6,0.6,-0.2
1167,4,1,-0.2,0.6,0.6,-0.2,-0.6,-0.6,-0.6,0.2,-0.2
1167,5,0,0.2,0.2,0.2,-0.6,-0.2,-0.6,0.2,-0.2,-0.2
1167,5,0,0.2,-0.2,0.2,0.2,-0.6,0.2,0.2,-0.2,0.6
1167,5,0,-0.6,0.2,-0.6,0.2,0.6,0.6,-0.6,0.6,0.2
1167,5,1,0.6,-0.2,0.6,0.6,-0.6,0.6,0.6,-0.2,-0.6
1167,6,1,0.6,0.6,0.2,0.6,-0.6,0.6,0.6,0.6,0.6
1167,6,0,0.6,0.6,-0.2,-0.6,-0.6,0.2,-0.6,0.2,-0.6
1167,6,0,0.6,-0.6,-0.2,0.2,0.6,0.2,-0.2,-0.6,0.2
1167,6,0,-0.6,0.6,-0.2,0.2,-0.2,-0.6,0.2,0.2,0.2
1167,7,0,-0.6,0.2,-0.6,-0.2,0.2,0.6,-0.6,-0.6,0.2
1167,7,1,-0.6,0.2,0.6,0.6,0.6,-0.2,0.2,-0.6,-0.2
1167,7,0,0.6,-0.2,0.2,-0.2,-0.6,-0.2,0.6,-0.6,0.2
1167,7,0,-0.6,-0.2,0.2,-0.2,-0.2,-0.2,0.2,0.6,0.2
1167,8,0,-0.2,-0.6,-0.2,0.6,-0.6,0.2,-0.2,-0.2,-0.2
1167,8,0,-0.2,-0.2,-0.2,-0.2,0.2,-0.6,-0.6,0.6,-0.2
1167,8,0,0.2,0.6,-0.2,-0.6,0.2,0.2,0.2,-0.2,0.6
1167,8,1,0.2,-0.6,0.6,-0.6,0.6,0.6,0.6,-0.6,-0.6
1167,9,0,0.2,0.6,-0.6,0.6,0.6,0.2,0.6,-0.6,-0.6
1167,9,0,-0.2,0.2,-0.6,0.2,0.2,0.2,-0.6,-0.2,-0.2
1167,9,1,-0.2,0.2,0.6,-0.6,0.2,-0.2,0.6,-0.2,0.6
1167,9,0,-0.2,-0.6,-0.6,0.2,-0.6,0.2,0.6,0.6,-0.6
1167,10,1,-0.6,-0.2,0.6,0.2,-0.2,-0.2,-0.6,-0.2,0.2
1167,10,0,0.2,-0.2,-0.2,-0.6,-0.2,-0.2,0.6,-0.6,0.2
1167,10,0,0.6,0.6,-0.6,0.6,-0.2,-0.6,-0.6,0.2,-0.6
1167,10,0,0.2,-0.6,-0.2,0.2,0.6,0.6,-0.6,-0.2,0.6
1167,11,0,-0.2,-0.6,-0.6,0.2,-0.2,-0.2,0.6,0.2,-0.6
1167,11,0,-0.2,0.2,0.2,0.2,-0.2,-0.2,-0.2,-0.6,0.2
1167,11,1,0.2,0.6,0.6,0.6,-0.6,0.6,-0.6,0.6,0.6
1167,11,0,-0.2,0.2,0.2,-0.6,0.6,-0.6,-0.2,0.2,0.2
1167,12,0,-0.6,0.2,-0.2,-0.2,-0.6,0.2,0.2,0.2,-0.2
1167,12,0,-0.6,0.6,-0.6,-0.2,0.6,0.6,0.6,0.6,-0.6
1167,12,1,-0.2,-0.6,0.6,-0.2,0.2,-0.6,0.2,0.2,-0.2
1167,12,0,0.6,0.2,-0.2,0.6,0.2,0.2,-0.6,-0.6,0.6
1168,1,0,0.2,-0.6,0.2,0.2,0.2,-0.6,-0.2,0.2,0.6
1168,1,1,0.6,-0.6,0.6,0.6,0.6,-0.6,-0.2,0.6,-0.6
1168,1,0,0.2,-0.2,-0.6,0.2,-0.6,0.6,0.2,-0.2,-0.6
1168,1,0,-0.6,0.6,0.2,-0.6,0.2,-0.2,0.2,-0.2,-0.2
1168,2,1,0.6,0.6,0.6,-0.6,0.6,-0.6,0.2,0.6,0.6
1168,2,0,-0.6,-0.6,0.2,0.6,-0.2,0.6,-0.2,0.2,0.6
1168,2,0,-0.2,0.2,0.2,-0.6,-0.2,-0.2,-0.2,-0.6,-0.6
1168,2,0,0.2,0.2,-0.6,-0.2,-0.2,-0.2,-0.2,0.6,0.6
1168,3,1,0.6,-0.2,0.6,-0.6,0.6,0.6,-0.6,0.6,-0.6
1168,3,0,0.2,0.6,0.6,-0.2,-0.6,-0.6,0.6,-0.2,0.6
1168,3,0,-0.6,-0.2,0.2,-0.2,-0.2,0.2,-0.2,0.2,-0.2
1168,3,0,0.6,-0.2,-0.6,0.6,0.2,0.2,-0.2,-0.6,-0.2
1168,4,0,-0.2,-0.2,-0.2,-0.2,0.2,-0.2,-0.2,-0.6,0.2
1168,4,0,0.6,-0.6,-0.6,-0.6,0.2,0.6,0.2,0.2,0.2
1168,4,0,-0.6,-0.6,-0.2,0.6,0.6,-0.6,0.6,0.6,-0.2
1168,4,1,-0.2,0.6,0.6,-0.2,-0.6,-0.6,-0.6,0.2,-0.2
1168,5,0,0.2,0.2,0.2,-0.6,-0.2,-0.6,0.2,-0.2,-0.2
1168,5,0,0.2,-0.2,0.2,0.2,-0.6,0.2,0.2,-0.2,0.6
1168,5,0,-0.6,0.2,-0.6,0.2,0.6,0.6,-0.6,0.6,0.2
1168,5,1,0.6,-0.2,0.6,0.6,-0.6,0.6,0.6,-0.2,-0.6
1168,6,0,0.6,0.6,0.2,0.6,-0.6,0.6,0.6,0.6,0.6
1168,6,1,0.6,0.6,-0.2,-0.6,-0.6,0.2,-0.6,0.2,-0.6
1168,6,0,0.6,-0.6,-0.2,0.2,0.6,0.2,-0.2,-0.6,0.2
1168,6,0,-0.6,0.6,-0.2,0.2,-0.2,-0.6,0.2,0.2,0.2
1168,7,0,-0.6,0.2,-0.6,-0.2,0.2,0.6,-0.6,-0.6,0.2
1168,7,0,-0.6,0.2,0.6,0.6,0.6,-0.2,0.2,-0.6,-0.2
1168,7,1,0.6,-0.2,0.2,-0.2,-0.6,-0.2,0.6,-0.6,0.2
1168,7,0,-0.6,-0.2,0.2,-0.2,-0.2,-0.2,0.2,0.6,0.2
1168,8,0,-0.2,-0.6,-0.2,0.6,-0.6,0.2,-0.2,-0.2,-0.2
1168,8,0,-0.2,-0.2,-0.2,-0.2,0.2,-0.6,-0.6,0.6,-0.2
1168,8,0,0.2,0.6,-0.2,-0.6,0.2,0.2,0.2,-0.2,0.6
1168,8,1,0.2,-0.6,0.6,-0.6,0.6,0.6,0.6,-0.6,-0.6
1168,9,0,0.2,0.6,-0.6,0.6,0.6,0.2,0.6,-0.6,-0.6
1168,9,0,-0.2,0.2,-0.6,0.2,0.2,0.2,-0.6,-0.2,-0.2
1168,9,0,-0.2,0.2,0.6,-0.6,0.2,-0.2,0.6,-0.2,0.6
1168,9,1,-0.2,-0.6,-0.6,0.2,-0.6,0.2,0.6,0.6,-0.6
1168,10,0,-0.6,-0.2,0.6,0.2,-0.2,-0.2,-0.6,-0.2,0.2
1168,10,0,0.2,-0.2,-0.2,-0.6,-0.2,-0.2,0.6,-0.6,0.2
1168,10,1,0.6,0.6,-0.6,0.6,-0.2,-0.6,-0.6,0.2,-0.6
1168,10,0,0.2,-0.6,-0.2,0.2,0.6,0.6,-0.6,-0.2,0.6
1168,11,0,-0.2,-0.6,-0.6,0.2,-0.2,-0.2,0.6,0.2,-0.6
1168,11,0,-0.2,0.2,0.2,0.2,-0.2,-0.2,-0.2,-0.6,0.2
1168,11,1,0.2,0.6,0.6,0.6,-0.6,0.6,-0.6,0.6,0.6
1168,11,0,-0.2,0.2,0.2,-0.6,0.6,-0.6,-0.2,0.2,0.2
1168,12,0,-0.6,0.2,-0.2,-0.2,-0.6,0.2,0.2,0.2,-0.2
1168,12,0,-0.6,0.6,-0.6,-0.2,0.6,0.6,0.6,0.6,-0.6
1168,12,0,-0.2,-0.6,0.6,-0.2,0.2,-0.6,0.2,0.2,-0.2
1168,12,1,0.6,0.2,-0.2,0.6,0.2,0.2,-0.6,-0.6,0.6
1169,1,0,0.2,-0.6,0.2,0.2,0.2,-0.6,-0.2,0.2,0.6
1169,1,1,0.6,-0.6,0.6,0.6,0.6,-0.6,-0.2,0.6,-0.6
1169,1,0,0.2,-0.2,-0.6,0.2,-0.6,0.6,0.2,-0.2,-0.6
1169,1,0,-0.6,0.6,0.2,-0.6,0.2,-0.2,0.2,-0.2,-0.2
1169,2,1,0.6,0.6,0.6,-0.6,0.6,-0.6,0.2,0.6,0.6
1169,2,0,-0.6,-0.6,0.2,0.6,-0.2,0.6,-0.2,0.2,0.6
1169,2,0,-0.2,0.2,0.2,-0.6,-0.2,-0.2,-0.2,-0.6,-0.6
1169,2,0,0.2,0.2,-0.6,-0.2,-0.2,-0.2,-0.2,0.6,0.6
1169,3,0,0.6,-0.2,0.6,-0.6,0.6,0.6,-0.6,0.6,-0.6
1169,3,1,0.2,0.6,0.6,-0.2,-0.6,-0.6,0.6,-0.2,0.6
1169,3,0,-0.6,-0.2,0.2,-0.2,-0.2,0.2,-0.2,0.2,-0.2
1169,3,0,0.6,-0.2,-0.6,0.6,0.2,0.2,-0.2,-0.6,-0.2
1169,4,0,-0.2,-0.2,-0.2,-0.2,0.2,-0.2,-0.2,-0.6,0.2
1169,4,1,0.6,-0.6,-0.6,-0.6,0.2,0.6,0.2,0.2,0.2
1169,4,0,-0.6,-0.6,-0.2,0.6,0.6,-0.6,0.6,0.6,-0.2
1169,4,0,-0.2,0.6,0.6,-0.2,-0.6,-0.6,-0.6,0.2,-0.2
1169,5,0,0.2,0.2,0.2,-0.6,-0.2,-0.6,0.2,-0.2,-0.2
1169,5,0,0.2,-0.2,0.2,0.2,-0.6,0.2,0.2,-0.2,0.6
1169,5,0,-0.6,0.2,-0.6,0.2,0.6,0.6,-0.6,0.6,0.2
1169,5,1,0.6,-0.2,0.6,0.6,-0.6,0.6,0.6,-0.2,-0.6
1169,6,0,0.6,0.6,0.2,0.6,-0.6,0.6,0.6,0.6,0.6
1169,6,1,0.6,0.6,-0.2,-0.6,-0.6,0.2,-0.6,0.2,-0.6
1169,6,0,0.6,-0.6,-0.2,0.2,0.6,0.2,-0.2,-0.6,0.2
1169,6,0,-0.6,0.6,-0.2,0.2,-0.2,-0.6,0.2,0.2,0.2
1169,7,0,-0.6,0.2,-0.6,-0.2,0.2,0.6,-0.6,-0.6,0.2
1169,7,0,-0.6,0.2,0.6,0.6,0.6,-0.2,0.2,-0.6,-0.2
1169,7,1,0.6,-0.2,0.2,-0.2,-0.6,-0.2,0.6,-0.6,0.2
1169,7,0,-0.6,-0.2,0.2,-0.2,-0.2,-0.2,0.2,0.6,0.2
1169,8,0,-0.2,-0.6,-0.2,0.6,-0.6,0.2,-0.2,-0.2,-0.2
